2025-10-21T23:20:54+10:00,Vehicle Speed=23,Engine Coolant Temperature=79,Throttle Position=32.15686274509804,Intake Manifold Pressure=101,Intake Air Temperature=36,MAF Air Flow Rate=8.78,Run Time Since Engine Start=295,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.2
2025-10-21T23:20:57+10:00,Vehicle Speed=22,Engine Coolant Temperature=79,Throttle Position=20.392156862745097,Intake Manifold Pressure=101,Intake Air Temperature=37,MAF Air Flow Rate=7.93,Run Time Since Engine Start=299,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.01
2025-10-21T23:21:00+10:00,Vehicle Speed=20,Engine Coolant Temperature=79,Throttle Position=100,Intake Manifold Pressure=113,Intake Air Temperature=37,MAF Air Flow Rate=36.22,Run Time Since Engine Start=302,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.019
2025-10-21T23:21:04+10:00,Vehicle Speed=31,Engine Coolant Temperature=80,Throttle Position=100,Intake Manifold Pressure=137,Intake Air Temperature=37,MAF Air Flow Rate=67.52,Run Time Since Engine Start=305,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.993
2025-10-21T23:21:07+10:00,Vehicle Speed=45,Engine Coolant Temperature=80,Throttle Position=100,Intake Manifold Pressure=205,Intake Air Temperature=38,MAF Air Flow Rate=96.32,Run Time Since Engine Start=309,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.995
2025-10-21T23:21:10+10:00,Vehicle Speed=63,Engine Coolant Temperature=81,Throttle Position=100,Intake Manifold Pressure=197,Intake Air Temperature=39,MAF Air Flow Rate=111.46,Run Time Since Engine Start=312,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.023
2025-10-21T23:21:14+10:00,Vehicle Speed=79,Engine Coolant Temperature=82,Throttle Position=100,Intake Manifold Pressure=207,Intake Air Temperature=42,MAF Air Flow Rate=73.25,Run Time Since Engine Start=316,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.022
2025-10-21T23:21:17+10:00,Vehicle Speed=76,Engine Coolant Temperature=84,Throttle Position=100,Intake Manifold Pressure=105,Intake Air Temperature=45,MAF Air Flow Rate=18.4,Run Time Since Engine Start=319,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.026
2025-10-21T23:21:20+10:00,Vehicle Speed=56,Engine Coolant Temperature=85,Throttle Position=100,Intake Manifold Pressure=121,Intake Air Temperature=46,MAF Air Flow Rate=50.52,Run Time Since Engine Start=309,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.004
2025-10-21T23:21:24+10:00,Vehicle Speed=59,Engine Coolant Temperature=85,Throttle Position=100,Intake Manifold Pressure=193,Intake Air Temperature=48,MAF Air Flow Rate=73.62,Run Time Since Engine Start=312,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.045
2025-10-21T23:21:27+10:00,Vehicle Speed=65,Engine Coolant Temperature=86,Throttle Position=100,Intake Manifold Pressure=112,Intake Air Temperature=49,MAF Air Flow Rate=18.92,Run Time Since Engine Start=329,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.892
2025-10-21T23:21:31+10:00,Vehicle Speed=60,Engine Coolant Temperature=87,Throttle Position=67.05882352941177,Intake Manifold Pressure=101,Intake Air Temperature=49,MAF Air Flow Rate=18.77,Run Time Since Engine Start=332,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.974
2025-10-21T23:21:34+10:00,Vehicle Speed=59,Engine Coolant Temperature=87,Throttle Position=91.37254901960785,Intake Manifold Pressure=102,Intake Air Temperature=49,MAF Air Flow Rate=10.87,Run Time Since Engine Start=336,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.022
2025-10-21T23:21:37+10:00,Vehicle Speed=56,Engine Coolant Temperature=87,Throttle Position=99.6078431372549,Intake Manifold Pressure=153,Intake Air Temperature=49,MAF Air Flow Rate=50.05,Run Time Since Engine Start=325,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.007
2025-10-21T23:21:41+10:00,Vehicle Speed=59,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=125,Intake Air Temperature=49,MAF Air Flow Rate=17.14,Run Time Since Engine Start=342,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.885
2025-10-21T23:21:44+10:00,Vehicle Speed=56,Engine Coolant Temperature=88,Throttle Position=20.784313725490197,Intake Manifold Pressure=101,Intake Air Temperature=48,MAF Air Flow Rate=9.47,Run Time Since Engine Start=346,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.929
2025-10-21T23:21:48+10:00,Vehicle Speed=50,Engine Coolant Temperature=88,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=48,MAF Air Flow Rate=9.02,Run Time Since Engine Start=349,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.934
2025-10-21T23:21:51+10:00,Vehicle Speed=40,Engine Coolant Temperature=88,Throttle Position=20.392156862745097,Intake Manifold Pressure=100,Intake Air Temperature=47,MAF Air Flow Rate=8.13,Run Time Since Engine Start=353,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.935
2025-10-21T23:21:54+10:00,Vehicle Speed=29,Engine Coolant Temperature=88,Throttle Position=31.372549019607842,Intake Manifold Pressure=101,Intake Air Temperature=47,MAF Air Flow Rate=10.05,Run Time Since Engine Start=356,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.929
2025-10-21T23:21:58+10:00,Vehicle Speed=22,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=118,Intake Air Temperature=47,MAF Air Flow Rate=44.39,Run Time Since Engine Start=360,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.808
2025-10-21T23:22:01+10:00,Vehicle Speed=30,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=182,Intake Air Temperature=47,MAF Air Flow Rate=77.13,Run Time Since Engine Start=363,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.015
2025-10-21T23:22:05+10:00,Vehicle Speed=42,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=196,Intake Air Temperature=47,MAF Air Flow Rate=84.73,Run Time Since Engine Start=366,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.991
2025-10-21T23:22:08+10:00,Vehicle Speed=54,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=202,Intake Air Temperature=47,MAF Air Flow Rate=81.01,Run Time Since Engine Start=370,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.017
2025-10-21T23:22:11+10:00,Vehicle Speed=63,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=206,Intake Air Temperature=49,MAF Air Flow Rate=90.76,Run Time Since Engine Start=373,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.2
2025-10-21T23:22:15+10:00,Vehicle Speed=73,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=204,Intake Air Temperature=51,MAF Air Flow Rate=117.95,Run Time Since Engine Start=376,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.984
2025-10-21T23:22:18+10:00,Vehicle Speed=86,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=204,Intake Air Temperature=56,MAF Air Flow Rate=90.77,Run Time Since Engine Start=380,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.2
2025-10-21T23:22:21+10:00,Vehicle Speed=92,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=200,Intake Air Temperature=59,MAF Air Flow Rate=92.13,Run Time Since Engine Start=383,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.895
2025-10-21T23:22:25+10:00,Vehicle Speed=96,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=199,Intake Air Temperature=62,MAF Air Flow Rate=53.05,Run Time Since Engine Start=386,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.983
2025-10-21T23:22:28+10:00,Vehicle Speed=90,Engine Coolant Temperature=89,Throttle Position=100,Intake Manifold Pressure=107,Intake Air Temperature=64,MAF Air Flow Rate=28.44,Run Time Since Engine Start=390,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.981
2025-10-21T23:22:31+10:00,Vehicle Speed=68,Engine Coolant Temperature=90,Throttle Position=100,Intake Manifold Pressure=103,Intake Air Temperature=63,MAF Air Flow Rate=14.12,Run Time Since Engine Start=393,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.988
2025-10-21T23:22:35+10:00,Vehicle Speed=57,Engine Coolant Temperature=90,Throttle Position=20.392156862745097,Intake Manifold Pressure=100,Intake Air Temperature=62,MAF Air Flow Rate=9.84,Run Time Since Engine Start=397,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.969
2025-10-21T23:22:38+10:00,Vehicle Speed=47,Engine Coolant Temperature=90,Throttle Position=20.392156862745097,Intake Manifold Pressure=100,Intake Air Temperature=61,MAF Air Flow Rate=7.25,Run Time Since Engine Start=400,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.979
2025-10-21T23:22:42+10:00,Vehicle Speed=41,Engine Coolant Temperature=91,Throttle Position=100,Intake Manifold Pressure=120,Intake Air Temperature=60,MAF Air Flow Rate=47.34,Run Time Since Engine Start=403,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.022
2025-10-21T23:22:45+10:00,Vehicle Speed=48,Engine Coolant Temperature=91,Throttle Position=100,Intake Manifold Pressure=162,Intake Air Temperature=60,MAF Air Flow Rate=32.53,Run Time Since Engine Start=407,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.1
2025-10-21T23:22:48+10:00,Vehicle Speed=50,Engine Coolant Temperature=90,Throttle Position=100,Intake Manifold Pressure=137,Intake Air Temperature=58,MAF Air Flow Rate=48.01,Run Time Since Engine Start=410,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.98
2025-10-21T23:22:52+10:00,Vehicle Speed=53,Engine Coolant Temperature=90,Throttle Position=99.2156862745098,Intake Manifold Pressure=109,Intake Air Temperature=57,MAF Air Flow Rate=15.09,Run Time Since Engine Start=413,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.2
2025-10-21T23:22:55+10:00,Vehicle Speed=51,Engine Coolant Temperature=90,Throttle Position=20.392156862745097,Intake Manifold Pressure=101,Intake Air Temperature=56,MAF Air Flow Rate=8.21,Run Time Since Engine Start=417,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.915
2025-10-21T23:22:58+10:00,Vehicle Speed=50,Engine Coolant Temperature=89,Throttle Position=85.09803921568627,Intake Manifold Pressure=103,Intake Air Temperature=55,MAF Air Flow Rate=16.09,Run Time Since Engine Start=420,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.998
2025-10-21T23:23:02+10:00,Vehicle Speed=52,Engine Coolant Temperature=89,Throttle Position=80,Intake Manifold Pressure=102,Intake Air Temperature=54,MAF Air Flow Rate=9.32,Run Time Since Engine Start=423,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.962
2025-10-21T23:23:05+10:00,Vehicle Speed=51,Engine Coolant Temperature=89,Throttle Position=95.68627450980392,Intake Manifold Pressure=102,Intake Air Temperature=53,MAF Air Flow Rate=33.35,Run Time Since Engine Start=427,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.2
2025-10-21T23:23:08+10:00,Vehicle Speed=53,Engine Coolant Temperature=89,Throttle Position=100,Intake Manifold Pressure=133,Intake Air Temperature=53,MAF Air Flow Rate=34.4,Run Time Since Engine Start=430,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.992
2025-10-21T23:23:12+10:00,Vehicle Speed=54,Engine Coolant Temperature=89,Throttle Position=23.529411764705884,Intake Manifold Pressure=103,Intake Air Temperature=51,MAF Air Flow Rate=9.44,Run Time Since Engine Start=434,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.898
2025-10-21T23:23:15+10:00,Vehicle Speed=51,Engine Coolant Temperature=89,Throttle Position=100,Intake Manifold Pressure=119,Intake Air Temperature=51,MAF Air Flow Rate=33.05,Run Time Since Engine Start=437,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.947
2025-10-21T23:23:19+10:00,Vehicle Speed=53,Engine Coolant Temperature=89,Throttle Position=99.6078431372549,Intake Manifold Pressure=107,Intake Air Temperature=50,MAF Air Flow Rate=12.06,Run Time Since Engine Start=441,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.9
2025-10-21T23:23:22+10:00,Vehicle Speed=40,Engine Coolant Temperature=89,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=49,MAF Air Flow Rate=7.17,Run Time Since Engine Start=444,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.923
2025-10-21T23:23:26+10:00,Vehicle Speed=18,Engine Coolant Temperature=89,Throttle Position=34.90196078431372,Intake Manifold Pressure=101,Intake Air Temperature=49,MAF Air Flow Rate=8.86,Run Time Since Engine Start=447,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.953
2025-10-21T23:23:29+10:00,Vehicle Speed=12,Engine Coolant Temperature=89,Throttle Position=25.49019607843137,Intake Manifold Pressure=101,Intake Air Temperature=48,MAF Air Flow Rate=7.78,Run Time Since Engine Start=451,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.979
2025-10-21T23:23:32+10:00,Vehicle Speed=10,Engine Coolant Temperature=89,Throttle Position=100,Intake Manifold Pressure=102,Intake Air Temperature=48,MAF Air Flow Rate=9.13,Run Time Since Engine Start=454,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.967
2025-10-21T23:23:36+10:00,Vehicle Speed=9,Engine Coolant Temperature=89,Throttle Position=23.92156862745098,Intake Manifold Pressure=100,Intake Air Temperature=48,MAF Air Flow Rate=14.28,Run Time Since Engine Start=457,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.908
2025-10-21T23:23:39+10:00,Vehicle Speed=7,Engine Coolant Temperature=89,Throttle Position=30.980392156862745,Intake Manifold Pressure=101,Intake Air Temperature=48,MAF Air Flow Rate=7.4,Run Time Since Engine Start=461,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.981
2025-10-21T23:23:42+10:00,Vehicle Speed=0,Engine Coolant Temperature=89,Throttle Position=99.6078431372549,Intake Manifold Pressure=109,Intake Air Temperature=47,MAF Air Flow Rate=24.69,Run Time Since Engine Start=464,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.934
2025-10-21T23:23:46+10:00,Vehicle Speed=16,Engine Coolant Temperature=89,Throttle Position=99.6078431372549,Intake Manifold Pressure=117,Intake Air Temperature=47,MAF Air Flow Rate=28.86,Run Time Since Engine Start=467,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.979
2025-10-21T23:23:49+10:00,Vehicle Speed=24,Engine Coolant Temperature=88,Throttle Position=99.6078431372549,Intake Manifold Pressure=119,Intake Air Temperature=47,MAF Air Flow Rate=19.21,Run Time Since Engine Start=471,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.994
2025-10-21T23:23:52+10:00,Vehicle Speed=28,Engine Coolant Temperature=88,Throttle Position=20.392156862745097,Intake Manifold Pressure=102,Intake Air Temperature=46,MAF Air Flow Rate=28.55,Run Time Since Engine Start=474,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.982
2025-10-21T23:23:56+10:00,Vehicle Speed=31,Engine Coolant Temperature=88,Throttle Position=96.86274509803921,Intake Manifold Pressure=108,Intake Air Temperature=45,MAF Air Flow Rate=12.36,Run Time Since Engine Start=478,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.945
2025-10-21T23:23:59+10:00,Vehicle Speed=17,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=9.76,Run Time Since Engine Start=481,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.94
2025-10-21T23:24:03+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=20.392156862745097,Intake Manifold Pressure=100,Intake Air Temperature=45,MAF Air Flow Rate=8.07,Run Time Since Engine Start=484,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.962
2025-10-21T23:24:06+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=45,MAF Air Flow Rate=10.89,Run Time Since Engine Start=488,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14
2025-10-21T23:24:09+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=10.91,Run Time Since Engine Start=491,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.2
2025-10-21T23:24:13+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=8.15,Run Time Since Engine Start=494,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.955
2025-10-21T23:24:16+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=10.96,Run Time Since Engine Start=498,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.861
2025-10-21T23:24:19+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=8.39,Run Time Since Engine Start=501,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.951
2025-10-21T23:24:23+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=10.89,Run Time Since Engine Start=504,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.947
2025-10-21T23:24:26+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=9.02,Run Time Since Engine Start=508,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.1
2025-10-21T23:24:29+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=10.71,Run Time Since Engine Start=511,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.911
2025-10-21T23:24:33+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=8.77,Run Time Since Engine Start=515,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.916
2025-10-21T23:24:36+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=10.53,Run Time Since Engine Start=518,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.974
2025-10-21T23:24:40+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=8,Run Time Since Engine Start=521,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.935
2025-10-21T23:24:43+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=10.2,Run Time Since Engine Start=525,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.893
2025-10-21T23:24:47+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=8.86,Run Time Since Engine Start=528,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.932
2025-10-21T23:24:50+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=8.74,Run Time Since Engine Start=532,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.894
2025-10-21T23:24:53+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=11.07,Run Time Since Engine Start=535,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.903
2025-10-21T23:24:57+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=7.98,Run Time Since Engine Start=538,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14
2025-10-21T23:25:00+10:00,Vehicle Speed=0,Engine Coolant Temperature=88,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=8.85,Run Time Since Engine Start=542,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.003
2025-10-21T23:25:03+10:00,Vehicle Speed=0,Engine Coolant Temperature=87,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=9.97,Run Time Since Engine Start=545,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.2
2025-10-21T23:25:07+10:00,Vehicle Speed=0,Engine Coolant Temperature=87,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=9.99,Run Time Since Engine Start=548,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.885
2025-10-21T23:25:10+10:00,Vehicle Speed=0,Engine Coolant Temperature=87,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=10.56,Run Time Since Engine Start=552,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.904
2025-10-21T23:25:13+10:00,Vehicle Speed=0,Engine Coolant Temperature=87,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=8.95,Run Time Since Engine Start=555,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14
2025-10-21T23:25:17+10:00,Vehicle Speed=0,Engine Coolant Temperature=87,Throttle Position=100,Intake Manifold Pressure=101,Intake Air Temperature=45,MAF Air Flow Rate=10.85,Run Time Since Engine Start=559,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.854
